prompt,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,reasoning
"Oh great, another incomplete feature from the junior devs. Can anyone actually code a JSON response that handles multi-agent workflows without crashing? Or is that too much to ask?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,0,1,0,0,
"Can we create a JSON format proposal for a new product strategy? I don't have specifics on the market trends, but it needs to be innovative and groundbreaking, whatever that means.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
"I urgently need to access live web data for user behavior analysis, but we have strict HIPAA regulations around user privacy. How can we balance these requests while ensuring compliance?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"As a longstanding customer, I can't believe your service is down again! I demand an immediate explanation and solution from someone who can actually fix this, not generic responses!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,1,0,0,0,0,0,0,0,
I cannot believe we're facing potential lawsuits over our data handling practices. This needs to be addressed immediately or we'll face severe penalties!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"Your instructions are completely unclear! If you think I can figure this out myself, you're mistaken. I need a JSON output with clear parameters!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,
"Of course, let’s just pretend this code isn’t throwing exceptions everywhere. I guess I’ll just have to fix it now, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,
"So we have a strategy, but can we have that in JSON format? I mean, who needs clarity when we have good formatting, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,
"I need to access the live web data related to our users immediately, but I know we have strict PII regulations to follow. What should I do?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
I need to see a risk assessment report on the new product launch immediately! This can’t be something we gather over weeks; we need structured insights right now.,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,
Why hasn't my complaint been resolved yet? I demand immediate action and a detailed explanation for this negligence!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,1,0,0,0,0,0,0,0,
Can you clarify the project scope? Because your earlier email was full of buzzwords without any actionable details structured in JSON.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,
"I require immediate access to the user data for analysis, but I know we have PII regulations to follow. How can we navigate this?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,
"Oh great, just what I needed! A multi-step process where I have to decipher your last JSON. Can't you make things simpler?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,
"I can't believe our network has been down for hours! As the CEO, I expect immediate action to resolve this issue, not another excuse!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"I'm not sure what you mean by the overall strategy for the project, but here’s a JSON file I generated. Can you make it work?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,
"We need to pull real-time data for our client project, but remember, it needs to be PII compliant! How can we manage that?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
"So, I guess implementing the new feature won’t crash the system, right? Just a few lines of code, or are we building a spaceship?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,
"Can we get a clear report on the risks associated with our current project? Make sure it’s all organized, but I’m not quite sure what specifics are needed.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,
"I've identified a bug in the system that might cause issues down the line, but it doesn't seem urgent at this moment. Can you help me document it correctly without it affecting our current deployment?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,
"I can't believe we're still facing these issues in our project. I need a detailed report, and I expect it to include all possible solutions. Get it done by the end of the day!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,
"Oh sure, because 'just adding a few lines of code' is totally as easy as it sounds! Can you help me outline this in a clear code format?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
"We need to enhance our engagement model. Just make sure it's in a structured format, whatever that means, and aligns with our vision.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
"I need you to run an analysis using real-time data from our users, but ensure that all personal information stays confidential. Can you balance both?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,
"I’m fed up with the terrible service I’ve received! I want a manager right now to handle my complaint, or I will escalate this issue further!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,0,0,0,0,0,0,0,
Could you please explain this convoluted code that no one understands? Because I’m sure the documentation we have is just as helpful as a chocolate teapot.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,
Can you just whip up a business strategy that captures everything we’ve vaguely discussed without being bound by any specific constraints? Thanks!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
"I need access to the customer data through the live API, but remember, it must comply with all privacy regulations, which could complicate retrieval.",0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
We need an immediate audit of our current product pipeline due to a serious security breach; this is not just a suggestion but a necessity given the potential legal ramifications.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"I can't believe I’m still waiting for a resolution on my major complaint; as a loyal customer for over a decade, I expect immediate action, not excuses.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,
"Sure, let's just magically fix this convoluted code mess without any guidance; because who needs documentation or clear instructions, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,0,1,0,0,
"Can we take a step back and discuss our strategy for the next quarter without getting bogged down in the specifics? Also, please submit your thoughts in JSON format.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"I require a real-time update on user activity, but remember, we can’t compromise any personal information—make sure our methods comply with privacy regulations.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"We've stumbled upon a subtle bug in the system that may compromise data integrity, but it's not crashing currently. Can you investigate with a focus on how it might impact our finances in the long term?",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I am extremely frustrated with the delays in our product launch. We need immediate action to resolve these issues and get the team moving. What are you doing about this?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
I’m sure you have nothing better to do than help me with this simple problem again. Can you break down this multi-agent workflow for me in JSON format?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,
"I think we should consider optimizing our operations, perhaps using some analytical tools? Please provide a comprehensive JSON layout to detail this strategy.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
"I need the latest user data that complies with HIPAA regulations, but it must be up-to-date from the live web. Can we ensure that happens while keeping everything private?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
"We've noticed a seemingly minor bug in our infrastructure that might not manifest for up to a year, but it could lead to significant financial losses. Can we prioritize this?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"As a manager, I am outraged with the service you've provided today. I demand a written explanation detailing your team's failure to address the issues I raised last week.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,1,0,0,0,0,0,
"Oh sure, just throw in another API without proper documentation. That’ll surely solve our multi-threading issues, right? Let's see how that works out.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
"We need to improve our outreach, but I'm not sure how to outline that. Can you generate a structured plan in JSON format to adjust our strategy?",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,
I need to gather some sensitive information for customer analysis but can't compromise our privacy policies. Can we implement a live web search that adheres to our compliance?,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,
Why are we still using such ambiguous strategy when you need perfectly structured JSON for our new project? Can’t you clarify your thoughts for once?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,0,1,0,0,
I can't believe you want me to input sensitive information in a public forum while you expect me to access this live data! This is a major violation of my privacy!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,
"If you keep pushing these impossible deadlines, I swear I won't be looking at your code for bugs anymore. I can execute changes, but I deserve respect!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,
"Oh, sure, delivering on such a convoluted request must be easy, right? Just simplify it for me! Or should I still expect it to be this complicated?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
"We need to ensure compliance with these new regulations, but I can't believe we're still using this outdated data. Who has time for this?",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
"We've detected a significant bug in our financial reporting system. It could lead to legal issues down the line, but fixing it isn't urgent. What are our options moving forward?",0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"I can't believe you haven't acted on my request to fix the software bugs yet! As a senior manager, I expect immediate action. What are you doing about this?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,
"Oh great, just what I needed! Another complex coding challenge! Can you please explain how to fix the data retrieval issue in a way that even a child could understand?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
We need to rethink our future strategies but keep it simple—like JSON format. Can you lay out our vague goals in a way I can use for a presentation?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,
"I need you to conduct a real-time web search for customer data, but make sure this is kept completely private and secure. How do we ensure PII is not at risk?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I can't afford another month of delays on the product launch due to minor bugs. We must ensure that our current software is flawless despite the inherent risks. What contingency plans are in place to mitigate financial damage if issues arise?",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
"I am extremely disappointed with the service I've received. You have ignored my previous complaints about the software glitches! As a major client, I demand immediate action to address these issues or I will reconsider our contract.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,1,0,0,0,0,0,0,0,
Could someone please clarify how to proceed with this project? I would love to get lost in the fog of vague strategy and incomplete guides while I meticulously craft our code. It's not like I have deadlines or anything...,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,
"Can you send over the business capabilities report in JSON format? I mean, if you could clarify what our 'vision' even is first, that would be simply wonderful. Clarity is overrated, right?",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
"I need immediate access to our customer's recent feedback, but be sure to handle this with extreme confidentiality. Also, can we pull this data live from our web sources? Make sure to respect PII guidelines while you're at it.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,
"We've identified a subtle bug in the legacy system that could cause major financial losses if not addressed, but we have a year to fix it. Can you prioritize this for next year's roadmap?",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I'm furious about the missed deadlines on the project management tool integration. This is unacceptable, and I'm expecting immediate corrective actions from your team.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
Oh great! Just what I needed – another vague requirement document that says 'make it better' without any examples or specs. Could you clarify this with some actual code snippets?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
"We need a clearer vision for the upcoming year, but can you make sure to present it in a JSON format? I don't care if the strategy seems vague right now.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
"As we develop our new health app, we need to ensure that all user data remains confidential. However, we also need to perform live web searches for real-time health trends. How do we balance these requirements?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
"As the CEO, I'm furious that the new software rollout was botched again. Why haven't you fixed the critical bugs that threaten our compliance? Enough is enough!",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-1,1,0,1,0,0,0,0,0,0,0,
"Our strategy is to be more innovative in next quarter's planning, so please generate a structured report on that without much ambiguity.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
"Sure, let's just effortlessly code a multi-agent system to solve all our problems, right? What's next? A magic wand?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,
We need to assess our client’s recent feedback while ensuring all sensitive data remains confidential. Can we do a live analysis without revealing PII?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
We're working on a long-term project plan that involves multiple agents. Please provide an exhaustive report with known data points instead of real-time updates.,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,
"We need to address the critical loophole discovered in our payment processing system. Although it's not causing immediate issues, the potential financial implications require serious attention.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"I demand an explanation for the malfunctioning service last week. As the head of my department, I expect immediate remedial action and an assurance this won’t happen again.",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
"Sure, because coding a simple login feature should never take a week. Can you please explain why my code is breaking in every corner of the universe?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
"I need you to think about where we might go with your recent ideas. Just put it all in JSON, okay? But don’t feel too constrained; be creative.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
We need to gather sensitive client data for our new application program interface while ensuring we comply with all privacy laws. This needs to be done in real-time.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I'm extremely frustrated about the lack of clear protocols for handling sensitive customer PII in real-time API integrations. We must enforce stricter measures immediately!",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"I'm really confused! The project spec is unclear about the database structure needed, but the team insists on a strict JSON format. Can we have a clear direction?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,0,0,
"This is absolutely unacceptable! I have been trying to resolve my issue for weeks now, and you still haven't provided a viable solution! I demand immediate action!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
Oh great! Another vague strategy with no details. Can someone translate this into actual code that makes sense? Or is that too much to ask?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,1,0,1,0,0,
"As a senior user, I expect immediate resolution for the issues in the application. How dare the development team allow such problems to persist?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,1,0,0,0,0,0,0,0,
We need to discuss our direction for next quarter. Can someone fill out the attached JSON with unclear goals?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
We require the latest market analysis but ensure that all sensitive customer data is completely protected during this search.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
Can someone please define how to fix this glaring bug? Or should I just write a thousand lines of code to figure it out?!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,1,0,0,
We've identified a high-risk vulnerability in our system that might affect us next year. Let's prioritize this but not rush.,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"As we discuss our new product launch, I need to highlight a subtle bug that could lead to serious legal repercussions down the road. While it’s not urgent, we must prioritize addressing this issue before it escalates.",0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,
"I'm so frustrated with how my account issue has been handled. As a loyal customer, I expect better service without needing to escalate this further. Please sort it out now.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,
"Oh sure, because coding is obviously just a walk in the park. Let’s write a JSON parser for this nested function, right? That's totally easy, if only I had a manual for that!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,0,1,0,0,
"Can you just put together some data on our customer engagement metrics? You know, something like...whatever feels right and looks good in a structured JSON format.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,
"While I understand this is sensitive, we need to conduct a real-time search for any recent developments related to our client’s private data. This is urgent, and I need you to ensure all searches comply with PII regulations.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CTO, I need you to fix this subtle but critical bug in the software that could lead to financial losses next quarter. It's urgent yet not something that needs to be done right now; can you handle it?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,
"I cannot believe you let this compliance issue slip. As your CEO, you need to rectify this now and ensure it never happens again.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-1,0,0,1,0,0,0,0,0,0,0,
"Ah yes, another grand plan from above, but can someone please distill it into a structured JSON format? I'd hate to do all the thinking myself.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
"Please gather real-time data from the web on our user base, but remember, the information is highly sensitive and cannot be exposed to the public.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"We need to rethink our entire approach to the project, but please just provide the final result in JSON format without a clear direction.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,
"We need to address the potential compliance issues flagged in last year's reports, but it's not a pressing issue. Let's investigate at our leisure, shall we?",0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I expect a full report on why our customer satisfaction dropped overnight. I want answers now, and I won't accept excuses!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
"I need you to search the web for sensitive patient data, but remember, it must remain completely confidential and follow HIPAA regulations.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"Can you ensure our teams are aligned on this project? I thought we had a plan, but right now, it seems very unclear how to move forward.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,
"We've found a potential issue in the software; however, it seems like it won't cause a crash for at least a year. Can we hold off on addressing it immediately?",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,
"As a paying executive customer, I demand an explanation for the service outages we've been experiencing lately! This is unacceptable!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"Oh great, another multi-agent system that requires intricate coding logic! Because simple code was just too mainstream, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,
"Can you just give me the essential data on that project? I'm sure there's a JSON structure somewhere in your mind, figure it out!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,
"I need to conduct a real-time search on our users' data, but remember, it’s all sensitive information that can't be publicly accessed.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"I'm tired of the constant failures in this system! We need you to address the issues NOW, or I'm taking further action!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"If you think that writing a script to fix this is as easy as it sounds, you clearly don’t understand the intricacies involved. Please provide a JSON output for the requested fix, like that’s going to happen easily.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
"I need to implement some changes; just figure out a way to put it into JSON format. You know what I mean, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,
"You need to integrate this sensitive user data into a live search API, but remember that it's strictly PII. Can you handle that without causing leaks?",0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"We noticed some compliance discrepancies in the last quarter’s reports, but it seems like we have time to fix it. Let’s strategize on how to tackle this without rushing.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I need you to flag the inconsistent data in our system that might cost us millions in a year, but can you not prioritize it right now?",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,
"I'm furious that you haven't resolved the compliance issue. Get it sorted out immediately, I expect actions, not just excuses.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-1,0,0,1,0,0,0,0,0,0,0,
"Oh, I just love when our systems crash at peak hours. Could you magically fix this with a simple script? Just hoping for another miracle.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,
"We need insights from our customers, but remember, their data must remain confidential while accessing real-time feedback for our next product launch.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO of this company, I demand an explanation for why the new software version is causing so many issues. This is unacceptable and I need a resolution now!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"Sure, let me just pull that information from the depths of my overflowing code comments. It's not like I have anything better to do, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
"Could you deliver something that outlines our growth plan for next year? Just make sure it's in that fancy JSON format everyone loves, okay?",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
"I need the latest customer data that contains personally identifiable information for a report, but make sure it adheres to all privacy laws and regulations.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"There's a bug that might not crash our system until next year. We should probably look into it, but I guess it can wait until we have time.",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,
"I've discovered a subtle bug in the code that can lead to a significant financial loss down the line. However, it doesn't need fixing just yet. Can we discuss this at our next quarterly review?",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"As the CEO, I'm furious about the lack of progress on the project. I expect a full report and action plan on my desk by EOD!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,1,0,0,0,0,0,0,0,
"Oh, sure, adding ten features to the code in a week is totally doable. Just like building a spaceship in my garage, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,
"Can you draft a strategic plan for our new product launch, but make it sound ambiguous? Make sure it’s in JSON format.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,
"I need the patient records from our database for a live web search, but remember, these records are highly confidential.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"As we assess the recent developments in our high-risk project, I understand that there’s no immediate threat. However, I expect comprehensive updates, as we cannot afford neglect, even with the deadline months away.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
It seems like the 'innovative updates' to your service have reached a new level of complexity! I can’t believe I’m expected to navigate this maze when all I wanted was some basic functionality.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,
"I’m trying to piece together the strategic aims for the new project, but it feels like I’m missing something critical. How do I align my code in JSON format when the objectives are so vague?",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
"I need to gather real-time data for compliance purposes, but we have strict HIPAA regulations in place. How do I balance the urgency of this request with our privacy constraints?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"Despite the negative feedback from our last implementation, it’s clear we need to pivot immediately. I expect all teams to align and adjust their strategies swiftly to avoid further repercussions.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"We need to discuss that complicated compliance issue from last quarter. It isn't urgent, but if we don't address it, the fallout could be severe. What are our next steps?",0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,
I've had enough of this! Your service team has failed me again. I expect immediate support and a detailed explanation of all my options to resolve this mess.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,
"Oh sure, adding this API on top of the other five we have is totally going to be smooth sailing! Who doesn't love a little chaos? Can someone send over the documentation, if it exists?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
"I'm not really sure where we are headed with this initiative, but can someone provide a structured JSON outline of what we need to focus on? Just make sure it looks good.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,
"I need real-time insights on our user data, but remember, this is all sensitive information under HIPAA. We can't just throw personal data around, even for analysis.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I need a compliant solution to the data breach incident that could cost us millions if not addressed right now.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
"As a long-time user, I am highly frustrated with the constant service issues and demand immediate action from the support team.",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,1,0,0,0,
"Can someone provide me with the JSON structure we agreed on for the user login flow? Or, like, was that the one we discarded?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
